Gestor;Canal de Origem;Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Análise;Data Recusa;Data Finalização;Prazo Resposta;Prazo Analise Gestor;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor;Análise da Recusa
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Vicente;F;mais de 70 anos;2025;5;20/05/2025;13/06/2025;05/06/2025;21/05/2025;2025-07-04;14/06/2025;15;9;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Pindaí;F;mais de 70 anos;2025;5;20/05/2025;12/06/2025;11/06/2025;27/05/2025;2025-07-03;14/06/2025;15;8;Banco Pan ;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (para servidores públicos ou trabalhadores do setor privado);Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Pindaí;F;mais de 70 anos;2025;5;20/05/2025;10/06/2025;10/06/2025;26/05/2025;2025-07-01;14/06/2025;15;6;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (para servidores públicos ou trabalhadores do setor privado);Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Pindaí;F;mais de 70 anos;2025;5;20/05/2025;;13/06/2025;30/05/2025;2025-07-05;13/06/2025;14;;Banco Mercantil do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (para servidores públicos ou trabalhadores do setor privado);Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Internet;N;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Osasco;F;entre 51 a 60 anos;2025;5;20/05/2025;11/06/2025;03/06/2025;22/05/2025;2025-07-02;11/06/2025;12;10;Banco BV (antigo Banco Votorantim);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Pindaí;F;mais de 70 anos;2025;5;20/05/2025;12/06/2025;11/06/2025;27/05/2025;2025-07-03;14/06/2025;15;8;Banco C6 Consignado (Banco Ficsa);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (para servidores públicos ou trabalhadores do setor privado);Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Estado de Defesa do Consumidor;Plataforma Web;SE;RJ;Cordeiro;M;entre 31 a 40 anos;2025;5;20/05/2025;10/06/2025;10/06/2025;28/05/2025;2025-07-01;12/06/2025;13;8;Azul Linhas Aéreas;Transporte Aéreo;Transportes;Aéreo;Vício de Qualidade;Atraso de voo;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Bofete;F;entre 61 a 70 anos;2025;5;20/05/2025;11/06/2025;10/06/2025;28/05/2025;2025-07-02;12/06/2025;13;9;Cartões Itaú;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;ES;Serra;F;entre 41 a 50 anos;2025;5;20/05/2025;10/06/2025;03/06/2025;21/05/2025;2025-07-01;12/06/2025;13;8;Casasbahia.com;Comércio Eletrônico;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Vicente;F;mais de 70 anos;2025;5;20/05/2025;10/06/2025;10/06/2025;29/05/2025;2025-07-01;11/06/2025;12;9;Itaú Consignado;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Municipal de Proteção e Defesa do Consumidor;Plataforma Web;SE;RJ;Rio de Janeiro;F;entre 61 a 70 anos;2025;5;20/05/2025;12/06/2025;10/06/2025;27/05/2025;2025-07-03;13/06/2025;14;9;Banco C6 Consignado (Banco Ficsa);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Guanambi;M;entre 51 a 60 anos;2025;5;20/05/2025;13/06/2025;13/06/2025;30/05/2025;2025-07-04;13/06/2025;14;10;Icatu Seguros;Seguros, Capitalização e Previdência;Serviços Financeiros;Seguro de Vida;Contrato / Oferta;Negativa de cobertura / Demora injustificada ou Divergência na indenização;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Bom Conselho;F;mais de 70 anos;2025;5;20/05/2025;12/06/2025;06/06/2025;23/05/2025;2025-07-02;13/06/2025;14;9;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;4;Improcedente
Secretaria de Estado de Defesa do Consumidor;Plataforma Web;SE;RJ;Belford Roxo;M;entre 41 a 50 anos;2025;5;20/05/2025;11/06/2025;10/06/2025;28/05/2025;2025-07-02;12/06/2025;13;9;Azul Linhas Aéreas;Transporte Aéreo;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Informação;Informações incompletas / inadequadas sobre o serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 31 a 40 anos;2025;5;20/05/2025;10/06/2025;02/06/2025;20/05/2025;2025-07-01;12/06/2025;13;8;Enel Distribuição Rio (Ampla);Energia Elétrica;Água, Energia, Gás;Energia Elétrica;Cobrança / Contestação;Não envio / atraso do boleto ou fatura / dificuldade com o pagamento;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Juiz de Fora;F;entre 21 a 30 anos;2025;5;20/05/2025;13/06/2025;05/06/2025;21/05/2025;2025-07-04;14/06/2025;15;9;Avon;Perfumaria, Cosméticos e Higiene Pessoal;Demais Produtos;Perfumaria, cosméticos e higiene pessoal;Cobrança / Contestação;Negativação indevida (SPC, Serasa, SCPC etc);Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Estado de Defesa do Consumidor;Plataforma Web;SE;RJ;Três Rios;M;mais de 70 anos;2025;5;20/05/2025;13/06/2025;10/06/2025;26/05/2025;2025-07-04;14/06/2025;15;9;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Informação;Informações incompletas / inadequadas sobre o serviço;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;União de Minas;F;entre 41 a 50 anos;2025;5;20/05/2025;11/06/2025;10/06/2025;27/05/2025;2025-07-02;13/06/2025;14;8;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Vício de Qualidade;Clonagem, fraude, furto e roubo;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor do Ministério Público da Paraíba;Plataforma Web;NE;PB;João Pessoa;M;entre 21 a 30 anos;2025;5;20/05/2025;11/06/2025;04/06/2025;20/05/2025;2025-07-02;14/06/2025;15;7;Banco BTG Pactual;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Serviço de pagamento online/ via celular/ maquininha;Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Estado de Defesa do Consumidor;Plataforma Web;SE;RJ;Volta Redonda;M;entre 51 a 60 anos;2025;5;20/05/2025;12/06/2025;06/06/2025;23/05/2025;2025-07-03;13/06/2025;14;9;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Curvelo;M;mais de 70 anos;2025;5;20/05/2025;10/06/2025;06/06/2025;23/05/2025;2025-07-01;13/06/2025;14;7;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;NE;PI;Teresina;M;entre 21 a 30 anos;2025;5;20/05/2025;;09/06/2025;30/05/2025;2025-07-01;09/06/2025;10;;Amazon.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;Florianópolis;M;entre 61 a 70 anos;2025;5;20/05/2025;11/06/2025;09/06/2025;27/05/2025;2025-07-02;12/06/2025;13;9;Banco Pan ;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Dificuldade para obter boleto de quitação ou informações acerca de cálculos, pagamentos, saldo devedor;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Sorocaba;M;entre 61 a 70 anos;2025;5;20/05/2025;11/06/2025;03/06/2025;22/05/2025;2025-07-02;11/06/2025;12;10;Banco BV (antigo Banco Votorantim);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Corinto;F;entre 51 a 60 anos;2025;5;20/05/2025;10/06/2025;06/06/2025;23/05/2025;2025-07-01;13/06/2025;14;7;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Osasco;M;entre 41 a 50 anos;2025;5;20/05/2025;12/06/2025;02/06/2025;20/05/2025;2025-07-03;12/06/2025;13;10;Enel Distribuição São Paulo (Eletropaulo);Energia Elétrica;Água, Energia, Gás;Energia Elétrica;Cobrança / Contestação;Cobrança por Irregularidade ou defeito na medição;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Municipal de Proteção e Defesa do Consumidor;Plataforma Web;SE;RJ;Rio de Janeiro;M;entre 21 a 30 anos;2025;5;20/05/2025;10/06/2025;03/06/2025;20/05/2025;2025-07-01;13/06/2025;14;7;Light;Energia Elétrica;Água, Energia, Gás;Energia Elétrica;Cobrança / Contestação;Renegociação / parcelamento de dívida;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Formiga;M;entre 41 a 50 anos;2025;5;20/05/2025;11/06/2025;10/06/2025;27/05/2025;2025-07-02;13/06/2025;14;8;Vivo - Telefônica;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 61 a 70 anos;2025;5;20/05/2025;10/06/2025;10/06/2025;29/05/2025;2025-07-01;11/06/2025;12;9;Banco Agibank (Agiplan);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Municipal de Proteção e Defesa do Consumidor;Plataforma Web;SE;RJ;Rio de Janeiro;F;entre 41 a 50 anos;2025;5;20/05/2025;;12/06/2025;30/05/2025;2025-07-01;12/06/2025;13;;Amazon.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Microcomputador e laptops;Entrega do Produto;Produto entregue incompleto / diferente do  pedido;Internet;S;N;Finalizada avaliada;Não Resolvida;1;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Uberlândia;M;entre 61 a 70 anos;2025;5;20/05/2025;10/06/2025;02/06/2025;22/05/2025;2025-07-01;10/06/2025;11;10;Banco Pan ;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 51 a 60 anos;2025;5;20/05/2025;12/06/2025;04/06/2025;22/05/2025;2025-07-03;12/06/2025;13;10;Cartões Itaú;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;M;mais de 70 anos;2025;5;20/05/2025;12/06/2025;05/06/2025;21/05/2025;2025-07-03;14/06/2025;15;8;Vivo - Telefônica;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Contrato / Oferta;Dificuldade para rescindir o contrato / cancelar o serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Campinas;M;entre 31 a 40 anos;2025;5;20/05/2025;11/06/2025;10/06/2025;27/05/2025;2025-07-02;13/06/2025;14;8;Tudo Azul;Programas de Fidelidade;Transportes;Aéreo;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;Blumenau;F;entre 51 a 60 anos;2025;5;20/05/2025;12/06/2025;09/06/2025;27/05/2025;2025-07-01;12/06/2025;13;10;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1;Improcedente
Secretaria de Estado de Defesa do Consumidor;Plataforma Web;SE;RJ;Niterói;F;mais de 70 anos;2025;5;20/05/2025;10/06/2025;10/06/2025;27/05/2025;2025-07-01;13/06/2025;14;7;Itaú Unibanco Consignado;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Contagem;M;entre 41 a 50 anos;2025;5;20/05/2025;13/06/2025;10/06/2025;27/05/2025;2025-07-04;13/06/2025;14;10;Alfa Seguradora;Seguros, Capitalização e Previdência;Serviços Financeiros;Demais Seguros;Contrato / Oferta;Negativa de cobertura / Demora injustificada ou Divergência na indenização;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 31 a 40 anos;2025;5;20/05/2025;11/06/2025;03/06/2025;22/05/2025;2025-07-02;11/06/2025;12;10;Banco BV (antigo Banco Votorantim);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Diretoria de Proteção e Defesa do Consumidor;Plataforma Web;N ;AC;Rio Branco;F;mais de 70 anos;2025;5;20/05/2025;12/06/2025;09/06/2025;27/05/2025;2025-07-03;12/06/2025;13;10;Banco C6 Consignado (Banco Ficsa);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (para servidores públicos ou trabalhadores do setor privado);Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor do Ministério Público da Paraíba;Plataforma Web;NE;PB;Nova Olinda;M;mais de 70 anos;2025;5;20/05/2025;13/06/2025;10/06/2025;26/05/2025;2025-07-04;14/06/2025;15;9;Itaú Consignado;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 21 a 30 anos;2025;5;20/05/2025;;06/06/2025;27/05/2025;2025-07-01;09/06/2025;10;;Uber;Empresas de Intermediação de Serviços / Negócios;Demais Serviços ;Aplicativo de mobilidade urbana;Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;Florianópolis;F;entre 61 a 70 anos;2025;5;20/05/2025;11/06/2025;09/06/2025;27/05/2025;2025-07-02;12/06/2025;13;9;Banco C6 Consignado (Banco Ficsa);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;ES;Anchieta;F;entre 61 a 70 anos;2025;5;20/05/2025;11/06/2025;04/06/2025;22/05/2025;2025-07-02;12/06/2025;13;9;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Recife;M;entre 41 a 50 anos;2025;5;20/05/2025;;13/06/2025;30/05/2025;2025-07-05;13/06/2025;14;;Amazon.com.br;Comércio Eletrônico;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Acajutiba;M;entre 21 a 30 anos;2025;5;20/05/2025;;13/06/2025;30/05/2025;2025-07-02;13/06/2025;14;;Amazon.com.br;Comércio Eletrônico;Produtos de Telefonia e Informática;Acessórios e periféricos (monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;N;Finalizada avaliada;Resolvida;1;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Juruaia;F;entre 41 a 50 anos;2025;5;20/05/2025;13/06/2025;12/06/2025;28/05/2025;2025-07-04;14/06/2025;15;9;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Vício de Qualidade;Margem consignável - bloqueio/ contestação;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Patrocínio;F;entre 31 a 40 anos;2025;5;20/05/2025;11/06/2025;10/06/2025;27/05/2025;2025-07-02;13/06/2025;14;8;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Atendimento / SAC;Dificuldade de contato / demora no atendimento;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor do Ministério Público da Paraíba;Plataforma Web;NE;PB;Boqueirão;M;entre 41 a 50 anos;2025;5;20/05/2025;13/06/2025;06/06/2025;22/05/2025;2025-07-04;14/06/2025;15;9;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Estado de Defesa do Consumidor;Plataforma Web;SE;RJ;Queimados;M;entre 31 a 40 anos;2025;5;20/05/2025;12/06/2025;12/06/2025;30/05/2025;2025-07-03;12/06/2025;13;10;PicPay;Empresas de Pagamento Eletrônico;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cartão não solicitado - Envio ou cobrança;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Recife;M;entre 31 a 40 anos;2025;5;20/05/2025;12/06/2025;09/06/2025;27/05/2025;2025-07-03;12/06/2025;13;10;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (para servidores públicos ou trabalhadores do setor privado);Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Boa Esperança;M;entre 31 a 40 anos;2025;5;20/05/2025;11/06/2025;10/06/2025;27/05/2025;2025-07-02;13/06/2025;14;8;Tudo Azul;Programas de Fidelidade;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Betim;F;entre 41 a 50 anos;2025;5;20/05/2025;10/06/2025;10/06/2025;26/05/2025;2025-07-01;14/06/2025;15;6;Localiza Rent a Car;Aluguel de Carros;Demais Serviços ;Locação/ Aluguel - carros, roupas etc (exceto habitação);Atendimento / SAC;Dificuldade de contato / demora no atendimento;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Goiana;F;entre 61 a 70 anos;2025;5;20/05/2025;11/06/2025;06/06/2025;23/05/2025;2025-07-02;13/06/2025;14;8;Itaú Unibanco Consignado;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Negativação indevida sem contratação do serviço ? fraude bancária;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Municipal de Proteção e Defesa do Consumidor;Plataforma Web;SE;RJ;Rio de Janeiro;F;entre 41 a 50 anos;2025;5;20/05/2025;10/06/2025;10/06/2025;27/05/2025;2025-07-01;13/06/2025;14;7;Banco Bmg;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
